FID,County,School Name,Address,City,zip,Type,Grades,Format,GlobalID,x,y
468,Montgomery,Forest Oak Middle School,651 Saybrooke Oaks Boulevard,Gaithersburg,20877,Public Middle,6-8,Public,f0dae118-7d52-4d2d-9d42-7971695f758c,1259488.2129951,542134.547872424
469,Baltimore City,Forest Park High School # 406,3701 Eldorado Avenue,Baltimore,21207,Public High,9-12,Public,3bbe8c46-2f3a-47be-9acd-1cc18255f383,1400248.86323176,606841.248839334
470,Howard,Forest Ridge Elementary School,9550 Gorman Road,Laurel,20723,Public Elementary,K-5,Public,40e3de1a-a5ae-484c-ad30-5e6bf8cdc472,1357724.98863401,534824.092677087
471,Prince George's,Fort Foote Elementary School,8300 Oxon Hill Road,Fort Washington,20744,Public Elementary,PreK-6,Public,16bcd654-4c9a-42c6-bfbb-8f3e2e42a899,1310721.16827175,403959.041743666
472,Baltimore,Fort Garrison Elementary School,3310 Woodvalley Drive,Baltimore,21208,Public Elementary,PreK-5,Public,f6c63e98-da0e-4aa4-87b2-e4123e2b4e68,1396086.34859093,631598.471306428
473,Allegany,Fort Hill High School,500 Greenway Avenue,Cumberland,21502,Public High,9-12,Public,34b25896-071b-4b1e-94b9-a73f2baf5816,820088.07867375,724969.857397929
474,Anne Arundel,Fort Smallwood Elementary School,1720 Poplar Ridge Road,Pasadena,21122,Public Elementary,PreK-5,Public,018a420f-48a0-4f7e-ace4-5110dabab1c7,1460746.34886384,534596.635782927
475,Prince George's,Fort Washington Forest Elementary School,1300 Fillmore Road,Fort Washington,20744,Public Elementary,PreK-5,Public,4d485978-f083-4770-ad90-a9eb305fd55f,1316514.64159292,379615.639643177
476,Baltimore City,Fort Worthington Elementary/Middle School # 085,2701 East Oliver Street,Baltimore,21213,Public PreK-8,K-8,Public,74a72e67-1065-435c-8e5d-5f91b795d583,1431487.34340559,597989.23373501
477,Harford,Fountain Green Elementary School,517 Fountain Green Road,Bel Air,21015,Public Elementary,K-5,Public,86565e47-663f-48cf-917f-811d915dd740,1508297.81412818,683316.526990846
478,Washington,Fountain Rock Elementary School,17145 Lappans Road,Hagerstown,21740,Public Elementary,K-5,Public,1d42d440-f00c-4fae-9c18-e89962ffe0fe,1094406.21606001,694365.893999666
479,Washington,Fountaindale Elementary School,901 Northern Avenue,Hagerstown,21740,Public Elementary,K-5,Public,55240b01-71cc-4077-8663-ecb4396d8098,1110130.15180367,729979.996327758
480,Anne Arundel,Four Seasons Elementary School,979 Waugh Chapel Road,Gambrills,21054,Public Elementary,PreK-5,Public,c819333a-2ca1-4856-9c48-8959fde0aac0,1399100.28777301,505152.500445589
481,Montgomery,Fox Chapel Elementary School,19315 Archdale Road,Germantown,20874,Public Elementary,PreK-5,Public,92b91b87-ed49-4d0f-909e-b56dff29162d,1243659.70462592,548398.735475257
482,Prince George's,Frances R. Fuchs Early Childhood Center,11011 Cherry Hill Road,Beltsville,20705,Public Special Education,PreK,Public,2ddbe2df-0f51-4abc-9cd6-9e0f2cbf8d7d,1328364.56966467,498442.177580178
483,Baltimore City,Francis M. Wood Building # 178,100 North Calhoun Street,Baltimore,21223,Public High,9-12,Public,675fb702-4ad6-44d8-aeb0-3b4036542750,1414263.38802418,591464.706101671
484,Prince George's,Francis Scott Key Elementary School,2301 Scott Key Drive,District Heights,20747,Public Elementary,PreK-6,Public,f4ff7d1d-5f04-4075-aa37-9226bc226b65,1339778.17249359,434713.730890334
485,Baltimore City,Francis Scott Key Elementary/Middle School # 076,1425 East Fort Avenue,Baltimore,21230,Public Elementary/Middle,PreK-8,Public,a989dfc1-7dd8-42b6-bebc-10437392ec4a,1427076.01791067,583861.888302088
486,Carroll,Francis Scott Key High School,3525 Bark Hill Road,Union Bridge,21791,Public High,9-12,Public,0f21828a-cc31-497a-877b-3823a72ce0ef,1274946.84349509,701337.879399508
487,Prince George's,Francis T. Evans Elementary School,6720 Old Alexandria Ferry Road,Clinton,20735,Public Elementary,PreK-5,Public,b57e9e22-d691-4010-92cd-fd45abfeea35,1343441.23701784,406760.42065534
488,Anne Arundel,Frank Hebron-Harman Elementary School,7660 Ridge Chapel Road,Hanover,21076,Public Elementary,PreK-5,Public,66e8089c-4556-41b2-b450-6612efb55519,1392554.24902783,539230.990359336
489,Baltimore,Franklin Elementary School,33 Cockeysmill Road,Reisterstown,21136,Public Elementary,PreK-5,Public,60d08460-1808-48ae-8a17-39897d8deaf0,1359585.34843034,654186.475999087
490,Baltimore,Franklin High School,12000 Reisterstown Road,Reisterstown,21136,Public High,9-12,Public,ad582e77-3c4b-4c6e-9045-4dd662ce1309,1363918.61207351,648891.681470588
491,Baltimore,Franklin Middle School,10 Cockeysmill Road,Reisterstown,21136,Public Middle,6-8,Public,5a597053-b6c1-408b-9fa3-1fdec11e3fa2,1360336.4263245,655063.639599085
492,Baltimore City,Franklin Square # 095,1400 West Lexington Street,Baltimore,21223,Public PreK-8,PreK-8,Public,607303c8-431f-447d-9391-699def822326,1414030.94721609,591837.053126007
493,Prince George's,Frederick Douglass High School,8000 Croom Road,Upper Marlboro,20772,Public High,9-12,Public,4770bf89-f562-4da5-802a-3acb93e949b7,1374640.95152117,405909.954508498
494,Baltimore City,Frederick Douglass HS # 450,2301 Gwynns Falls Parkway,Baltimore,21217,Public High,9-12,Public,dc35f008-50e5-449c-97cb-cb1f450193fd,1410004.01924634,600426.882731095
495,Baltimore City,Frederick Elementary School # 260,2501 Frederick Avenue,Baltimore,21223,Public Elementary,PreK-5,Public,681e96e3-07ac-4539-aed9-ba0d6d3281a0,1409428.10635617,588621.364675507
496,Frederick,Frederick High School,650 Carroll Parkway,Frederick,21701,Public High,9-12,Public,be80893a-90ae-476b-b52c-4115514801a8,1192037.89251542,637386.163799256
497,Carroll,Freedom Elementary School,5626 Sykesville Road,Sykesville,21784,Public Elementary,K-5,Public,cec7ec9d-609e-451d-b66d-841ffb2c90b9,1328309.23086458,638245.249679506
498,Anne Arundel,Freetown Elementary School,7904 Freetown Road,Glen Burnie,21060,Public Elementary,PreK-5,Public,c6da0105-1f50-4b50-bf53-6a85cb2ee63f,1431440.99835393,535729.157139927
499,Prince George's,Friendly High School,10000 Allentown Road,Fort Washington,20744,Public High,9-12,Public,12d3b5c2-a055-491d-9416-5bb0ba347962,1321312.71303351,395294.881250501
500,Carroll,Friendship Valley Elementary School,1100 Gist Road,Westminster,21157,Public Elementary,K-5,Public,c3a83e11-f5d9-4610-ba74-7c0fdb6e790c,1311065.10590409,684209.200402334
501,Garrett,Friendsville Elementary School,841 First Avenue,Friendsville,21531,Public Elementary,PreK-5,Public,3b3e7355-ccc1-485f-a563-1435fcb1cdf2,635213.81029968,737063.882422417
502,Montgomery,Frost (Robert) Middle School,9201 Scott Drive,Rockville,20850,Public Middle,6-8,Public,abe3977e-a5d0-4529-9161-2807c462a626,1258903.47007009,513269.035721675
503,Allegany,Frost Elementary School,260 Shaw Avenue,Frostburg,21532,Public Elementary,PreK-5,Public,df1e9497-07c7-49a9-93ea-11c67e25a673,768920.026482508,735883.278484419
504,Wicomico,Fruitland Intermediate School,208 West Main Street,Fruitland,21826,Public Elementary,3-5,Public,fe19f22d-73ca-4d79-9d2a-04357fdc5e4e,1707468.29669192,242807.795477256
505,Wicomico,Fruitland Primary School,301 North Division Street,Fruitland,21826,Public Elementary,PreK-2,Public,2db6b679-1d0d-42be-adbc-576a643ee9b5,1708057.80896434,239465.624668166
506,Baltimore,Fullerton Elementary School,4400 Fullerton Avenue,Baltimore,21236,Public Elementary,PreK-5,Public,328700c1-fd4c-4d19-9119-d7624eded849,1448511.16795367,617344.163857087
507,Howard,Fulton Elementary School,11600 Scaggsville Road,Fulton,20759,Public Elementary,K-5,Public,2cbeaa5e-ca73-48eb-b3f0-143c2975a774,1336175.99465859,540617.053532094
508,Washington,Funkstown Elementary School,23 Funkstown Road,Hagerstown,21740,Public Elementary,PreK,Public,45647e51-3a99-453e-a21e-199d3aebe265,1115575.66879976,708589.143112168
509,Baltimore City,Furley Elementary School # 206,4633 Furley Avenue,Baltimore,21206,Public Elementary,K-5,Public,ec52e19d-e62c-443e-8a12-429b092520e8,1438915.12841876,605613.537384003
510,Baltimore City,Furman L. Templeton Elementary School # 125,1200 North Pennsylvania Avenue,Baltimore,21217,Public Elementary,PreK-5,Public,5d6c0874-844a-46cf-9824-01938cedd302,1417028.60165384,594895.868858755
511,Prince George's,G. James Gholson Middle School,900 Nalley Road,Landover,20785,Public Middle,7-8,Public,1763661a-b16b-4a84-973f-9a8a059dda13,1347816.41954042,450267.821501255
512,Montgomery,Gaithersburg Elementary School,35 North Summit Avenue,Gaithersburg,20877,Public Elementary,PreK-5,Public,e6db2fb9-5a5e-49c9-b039-d12325e42b5b,1257793.4896785,537984.455122754
513,Montgomery,Gaithersburg High School,314 South Frederick Avenue,Gaithersburg,20877,Public High,9-12,Public,f1ab2af9-8c59-4447-8872-dea28540a5d4,1256802.410952,534787.454298928
514,Montgomery,Gaithersburg Middle School,2 Teachers Way,Gaithersburg,20877,Public Middle,6-8,Public,3a5f8869-c865-4524-9c39-1328d1aabc1b,1259050.15055101,538067.637699172
515,Charles,Gale-Bailey Elementary School,4740 Pisgah Marbury Road,Marbury,20658,Public Elementary,PreK-5,Public,928cbcb9-695e-4cbb-bf6c-560dce413fec,1269296.26030809,325786.462196752
516,Kent,Galena Elementary School,114 South Main Street,Galena,21635,Public Elementary,PreK-5,Public,56532d63-9997-4935-bd8f-1adeda276da1,1629648.49367042,610841.880273759
517,Montgomery,Galway Elementary School,12612 Galway Drive,Silver Spring,20904,Public Elementary,PreK-5,Public,54e1417c-7655-4796-bcb7-514a03b0b623,1327674.54184526,508883.008732587
518,Baltimore City,Gardenville Elementary School # 211,5300 Belair Road,Baltimore,21206,Public Elementary,PreK-5,Public,b5a5de5d-bb84-400f-917b-2d765e88bc25,1438964.03317659,609169.645429254
519,Kent,Garnett Elementary School,320 Calvert Street,Chestertown,21620,Public Elementary,PreK-5,Public,2875f2f2-6d0d-47da-852c-a788b5dd12e7,1575873.79938276,564434.558718503
520,Baltimore City,Garrett Heights Elementary/Middle School # 212,2800 Ailsa Avenue,Baltimore,21214,Public PreK-8,PreK-8,Public,05017da1-cffc-4ea7-9461-f83630c8762c,1434221.32875125,613013.913331255
521,Montgomery,Garrett Park Elementary School,4810 Oxford Street,Garrett Park,20896,Public Elementary,K-5,Public,5895cbda-a820-4b67-b98f-a0f71701708d,1284973.64069867,497611.148074254
522,Baltimore City,Garrison Middle School # 042,3910 Barrington Road,Baltimore,21207,Public Middle,6-8,Public,beb5743c-292a-401a-bf90-5a02decfd53a,1401723.17393142,606629.632792756
523,Carroll,Gateway Alternative School,45 Kate Wagner Road,Westminster,21157,Public Alternate,6-12,Public,61207901-1369-4182-8652-535d1a1e81f5,1314968.52854343,680391.60698767
524,Prince George's,Gaywood Elementary School,6701 97th Avenue,Seabrook,20706,Public Elementary,PreK-5,Public,bf580f5a-562c-4c66-9578-13ab06e48592,1357725.70024675,478153.222095177
525,Charles,Gen. Smallwood Middle School,4990 Indian Head Highway,Indian Head,20640,Public Middle,6-8,Public,eeb7a0e4-70c9-4bf2-bcdf-40e4a6467a2b,1273887.99784376,341032.373634011
526,Baltimore,General John Stricker Middle School,7855 Trappe Road,Baltimore,21222,Public Middle,6-8,Public,37675292-8858-4470-ae41-222a2eedc886,1456297.43551759,585737.605679259
527,Anne Arundel,George Cromwell Elementary School,525 Wellham Avenue,Glen Burnie,21061,Public Elementary,1-5,Public,2c595a89-a6d3-4ec1-ab33-d749574a492b,1417278.85968351,553076.752365917
528,Harford,George D. Lisby Elementary School @ Hillsdale,810 Edmund Street,Aberdeen,21001,Public Elementary,PreK-5,Public,849726b0-f4d1-4bfb-9bc4-8a6614cb38ef,1543636.22048534,670089.808693677
529,Anne Arundel,George Fox Middle School,7922 Outing Avenue,Pasadena,21122,Public Middle,6-8,Public,87546457-014a-4eea-bab4-367ffb82df58,1440257.45841126,534102.131194502
530,Baltimore City,George G. Kelson Elementary/Middle School Building # 157,701 Gold Street,Baltimore,21217,Public PreK-8,PreK-8,Public,29873f03-948d-4ded-a2b1-b7215808c869,1414073.2994936,597363.857689172
531,Baltimore City,George W. F. McMechen Special Education High School # 177,4411 Garrison Boulevard,Baltimore,21215,Public Special Education,9-12,Public,cf7ff3cf-4e31-43df-b508-600ae63a74dd,1401672.5113031,608645.138932332
532,Baltimore,George Washington Carver Center for Arts and Technology,938 North York Road,Towson,21204,Public High,9-12,Public,fe0eb3a0-124b-49dd-bd29-8ae088f29bb1,1422038.79045235,635140.921242505
533,St. Mary's,George Washington Carver Elementary School,46155 Carver School Boulevard,Great Mills,20634,Public Elementary,PreK-5,Public,e9af3bb4-3f34-4584-bad9-0c98d7017a36,1461404.22615701,212475.302336589
534,Baltimore City,George Washington Elementary School # 022,800 Scott Street,Baltimore,21230,Public Elementary,PreK-5,Public,0bf74af2-a1ff-4ac8-bfb2-65cc336bed07,1417375.85292783,588190.894407839
535,Allegany,George's Creek Elementary School,15600 Lower George's Creek Road SW,Lonaconing,21539,Public Elementary,PreK-5,Public,3c38841f-eb21-4309-aed1-7e3d38da1bd1,758865.763454586,702125.688847512
536,Anne Arundel,Georgetown East Elementary School,111 Dogwood Road,Annapolis,21403,Public Elementary,PreK-5,Public,2f5ac050-4c4e-4df7-961a-ebd1c1238d06,1457773.17206742,469010.559606254
537,Montgomery,Georgian Forest Elementary School,3100 Regina Drive,Silver Spring,20906,Public Elementary,HS-5,Public,60ba3e68-337c-456f-842a-a02abf8e1a90,1294904.53455076,513208.02600117
538,Anne Arundel,Germantown Elementary School,200 Windell Avenue,Annapolis,21401,Public Elementary,PreK-5,Public,8b56342b-5ab4-4cf3-9257-29509d596c13,1449769.30159226,479192.282681093
539,Montgomery,Germantown Elementary School,19110 Liberty Mill Road,Germantown,20874,Public Elementary,K-5,Public,e85850e9-361d-451a-a675-5840da7bbfae,1233958.834592,547551.116763666
540,Montgomery,"Gibbs, Jr. (William B.) Elementary School",12615 Royal Crown Drive,Germantown,20876,Public Elementary,PreK-5,Public,14746360-6fbe-4019-85ea-6f1d31b381aa,1238616.56084085,560511.705999926
541,Baltimore City,Gilmor Elementary School #107,1311-1321 North Gilmor Street,Baltimore,21217,Public Elementary,PreK-5,Public,8936c770-4e4a-4024-b205-d4dda2910f1d,1413313.05462301,596306.490709424
542,Cecil,Gilpin Manor Elementary School,203 Newark Avenue,Elkton,21921,Public Elementary,PreK-5,Public,772aba22-997d-44f9-934e-05e3a8d2677d,1640861.44565393,713264.798130929
543,Frederick,Glade Elementary School,9525 Glade Road,Walkersville,21793,Public Elementary,PreK-5,Public,aac97865-ffdd-4e17-aef6-9c69bed78502,1213781.98452584,666441.156870261
544,Prince George's,Gladys Noon Spellman Elementary School,3324 64th Avenue,Cheverly,20785,Public Elementary,PreK-6,Public,62b8567b-a120-41bd-ab4a-6983d238ca41,1338716.39246492,460314.398520917
545,Prince George's,Glassmanor Elementary School,1011 Marcy Avenue,Oxon Hill,20745,Public Elementary,PreK-6,Public,f9136af8-0c15-441b-9a2d-24d2da0e658e,1315083.43513776,419021.371199012
546,Wicomico,Glen Avenue Elementary School,1615 Glen Avenue,Salisbury,21804,Public Elementary,2-5,Public,73d4e328-45d0-4348-bec9-4c3fe8e581fd,1724128.71251801,255675.951499417
547,Anne Arundel,Glen Burnie High School,7550 Baltimore-Annapolis Boulevard,Glen Burnie,21060,Public High,9-12,Public,a7b58e61-8fe3-40cf-aec5-8e8fce7f2843,1420873.40498784,544235.851740673
548,Anne Arundel,Glen Burnie Park Elementary School,500 Marlboro Road,Glen Burnie,21061,Public Elementary,PreK-5,Public,6d47e1a5-6abe-41db-a449-95c4096f125d,1415555.62723759,536829.628364176
549,Montgomery,Glen Haven Elementary School,10900 Inwood Avenue,Silver Spring,20902,Public Elementary,PreK-5,Public,d7102013-1bce-4ae6-8149-415096015424,1301666.64504226,497794.148036346
550,Montgomery,Glenallan Elementary School,12520 Heurich Road,Silver Spring,20902,Public Elementary,HS-5,Public,de8a68a3-01a8-4f59-845a-9162f7a050b8,1300551.91728485,507787.498456419
551,Anne Arundel,Glendale Elementary School,105 Carroll Road,Glen Burnie,21060,Public Elementary,PreK-5,Public,29745841-f835-4cde-8954-2e285862e576,1422954.41460533,544450.191535085
552,Howard,Glenelg High School,14025 Burnt Woods Road,Glenelg,21737,Public High,9-12,Public,06dc42b9-2630-489f-8da7-919002806e87,1311751.87913685,585887.223490253
553,Baltimore,Glenmar Elementary School,9700 Community Drive,Baltimore,21220,Public Elementary,PreK-5,Public,9bffff5e-3a94-4861-95b6-86b47532f423,1468562.10193309,612232.974932507
554,Baltimore City,Glenmount Elementary/Middle School # 235,6211 Walther Avenue,Baltimore,21206,Public PreK-8,PreK-8,Public,b061ce4f-381d-42b0-8d09-0884600e0cfe,1442033.46502984,614087.954162166
555,Prince George's,Glenn Dale Elementary School,6700 Glenn Dale Road,Glenn Dale,20769,Public Elementary,K-5,Public,a02eb9e4-899d-43a7-b9dd-200ab3a053f9,1364486.53350984,478838.438572511
556,Prince George's,Glenridge Elementary School,7200 Gallatin Street,Landover Hills,20784,Public Elementary,PreK-6,Public,6ffe0d4f-b5d2-462c-8f9c-9918421d7afb,1343615.21239167,468088.05751425
557,Howard,Glenwood Middle School,2680 Route 97,Glenwood,21738,Public Middle,6-8,Public,7129121b-4183-4c0f-b90b-10bc9f46a0b3,1305478.92350693,593968.857589424
558,Baltimore,Glyndon Elementary School,445 Glyndon Drive,Reisterstown,21136,Public Elementary,PreK-5,Public,ca27ba4a-7187-4003-a6e1-cf0eeab3e3a9,1365553.16818759,655668.893966004
559,Baltimore,Golden Ring Middle School,6700 Kenwood Avenue,Baltimore,21237,Public Middle,6-8,Public,2e972483-094b-4911-8acb-0dc0437b93e7,1453872.35539401,606829.377800092
560,Howard,Gorman Crossing Elementary School,9999 Winter Sun Road,Laurel,20723,Public Elementary,PreK-5,Public,8e045dd9-4d0b-428f-af7f-15545e5383e9,1352150.03587317,538483.567313507
561,Montgomery,Goshen Elementary School,8701 Warfield Road,Gaithersburg,20882,Public Elementary,K-5,Public,94e5cb50-30d4-4ff1-a2d3-4960bd6fbe6e,1261352.53866276,556416.376592174
562,Frederick,Gov Thos. Johnson High School,1501 North Market Street,Frederick,21701,Public High,9-12,Public,8cff349b-d9a8-47f0-a03f-059c7089ab00,1197748.03923158,643936.662509263
563,Frederick,Gov Thos. Johnson Middle School,1799 Schifferstadt Drive,Frederick,21701,Public Middle,6-8,Public,51139520-40d2-4970-babc-58df5ac2e5bb,1199861.76630335,645045.813178092
564,Baltimore City,Govans Elementary School # 213,5801 York Road,Baltimore,21212,Public Elementary,PreK-5,Public,3283b73c-38c6-4d46-844f-72d509d9ec13,1422712.05124493,617091.035754427
565,Baltimore City,Graceland Park/O'Donnell Heights Elementary/Middle School # 240,6300 O'Donnell Street,Baltimore,21224,Public PreK-8,PreK-8,Public,d7bd3947-b01a-4112-9457-5e7a768ff768,1442562.53221317,588725.956001759
566,Baltimore,Grange Elementary School,2000 Church Road,Baltimore,21222,Public Elementary,PreK-5,Public,8225fce8-4a42-480b-90df-3840c53064c9,1453324.75117426,582410.320011005
567,Garrett,Grantsville Elementary School,120 Grant Street,Grantsville,21536,Public Elementary,K-5,Public,c9ba577c-f4a1-4f5d-82d0-1c8691fef674,706372.577758759,745833.923937425
568,Queen Anne's,Grasonville Elementary School,5435 Main Street,Grasonville,21638,Public Elementary,PreK-5,Public,3a722723-baf9-4e20-ae50-13543441beb8,1543026.93725508,472775.103914425
